Year,Month,Day,Site,SumOfSumVolume
2020,6,1,160,7107
2020,6,2,160,8845
2020,6,3,160,8254
2020,6,4,160,101
2020,1,2,162,21138
2020,1,3,162,23315
2020,1,4,162,20605
2020,1,5,162,19476
2020,1,6,162,28101
2020,1,7,162,28851
2020,1,8,162,29042
2020,1,9,162,29893
2020,1,10,162,30230
2020,1,11,162,24388
2020,1,12,162,21617
2020,1,13,162,28832
2020,1,14,162,29765
2020,1,15,162,30710
2020,1,16,162,32031
2020,1,17,162,31209
2020,1,18,162,24560
2020,1,19,162,23353
2020,1,20,162,29249
2020,1,21,162,30589
2020,1,22,162,31002
2020,1,23,162,30517
2020,1,24,162,30569
2020,1,25,162,27431
2020,1,26,162,22326
2020,1,27,162,30118
2020,1,28,162,31669
2020,1,29,162,31661
2020,1,30,162,32260
2020,1,31,162,32161
2020,2,1,162,25039
2020,2,2,162,22070
2020,2,3,162,30210
2020,2,4,162,31098
2020,2,5,162,31739
2020,2,6,162,31571
2020,2,7,162,31428
2020,2,8,162,26794
2020,2,9,162,19899
2020,2,10,162,30100
2020,2,11,162,30726
2020,2,12,162,31640
2020,2,13,162,32853
2020,2,14,162,31643
2020,2,15,162,24323
2020,2,16,162,21168
2020,2,17,162,28165
2020,2,18,162,29226
2020,2,19,162,29428
2020,2,20,162,29728
2020,2,21,162,29529
2020,2,22,162,25579
2020,2,23,162,21481
2020,2,24,162,30470
2020,2,25,162,31291
2020,2,26,162,31329
2020,2,27,162,31938
2020,2,28,162,32313
2020,2,29,162,24819
2020,3,1,162,22339
2020,3,2,162,31106
2020,3,3,162,30934
2020,3,4,162,31851
2020,3,5,162,31584
2020,3,6,162,29299
2020,3,7,162,25622
2020,3,8,162,22138
2020,3,9,162,29307
2020,3,10,162,29707
2020,3,11,162,29689
2020,3,12,162,29301
2020,3,13,162,24629
2020,3,14,162,18602
2020,3,15,162,15118
2020,3,16,162,19351
2020,3,17,162,12803
2020,3,18,162,18844
2020,3,19,162,18715
2020,3,20,162,18889
2020,3,21,162,14102
2020,3,22,162,12820
2020,3,23,162,16219
2020,3,24,162,16600
2020,3,25,162,15371
2020,3,26,162,15762
2020,3,27,162,16626
2020,3,28,162,8648
2020,3,29,162,6020
2020,3,30,162,10014
2020,3,31,162,10099
2020,4,1,162,10021
2020,4,2,162,10377
2020,4,3,162,11262
2020,4,4,162,8693
2020,4,5,162,6922
2020,4,6,162,10309
2020,4,7,162,10836
2020,4,8,162,10762
2020,4,9,162,11036
2020,4,10,162,10303
2020,4,11,162,8855
2020,4,12,162,6717
2020,4,13,162,7011
2020,4,14,162,10581
2020,4,15,162,10942
2020,4,16,162,11047
2020,4,17,162,11827
2020,4,18,162,9185
2020,4,19,162,7210
2020,4,20,162,10707
2020,4,21,162,11014
2020,4,22,162,11400
2020,4,23,162,11723
2020,4,24,162,12532
2020,4,25,162,9805
2020,4,26,162,7610
2020,4,27,162,11417
2020,4,28,162,11690
2020,4,29,162,11641
2020,4,30,162,12150
2020,5,1,162,12799
2020,5,2,162,10188
2020,5,3,162,8073
2020,5,4,162,8690
2020,5,5,162,13412
2020,5,6,162,13372
2020,5,7,162,13388
2020,5,8,162,14301
2020,5,9,162,11426
2020,5,10,162,9036
2020,5,11,162,13093
2020,5,12,162,13504
2020,5,13,162,12977
2020,5,14,162,14079
2020,5,15,162,14947
2020,5,16,162,12513
2020,5,17,162,10044
2020,5,18,162,15069
2020,5,19,162,15958
2020,5,20,162,16440
2020,5,21,162,17039
2020,5,22,162,17790
2020,5,23,162,14131
2020,5,24,162,11936
2020,5,25,162,16526
2020,5,26,162,17350
2020,5,27,162,17777
2020,5,28,162,18426
2020,5,29,162,19028
2020,5,30,162,14941
2020,5,31,162,12594
2020,6,1,162,12971
2020,6,2,162,18176
2020,6,3,162,18150
2020,6,4,162,231
2020,1,1,163,11100
2020,1,2,163,13743
2020,1,3,163,15876
2020,1,4,163,12715
2020,1,5,163,10944
2020,1,6,163,15194
2020,1,7,163,16597
2020,1,8,163,17341
2020,1,9,163,18097
2020,1,10,163,18853
2020,1,11,163,15682
2020,1,12,163,12627
2020,1,13,163,16824
2020,1,14,163,18164
2020,1,15,163,13420
2020,1,16,163,15750
2020,1,17,163,19982
2020,1,18,163,16426
2020,1,19,163,13325
2020,1,20,163,17987
2020,1,21,163,19408
2020,1,22,163,18906
2020,1,23,163,20280
2020,1,24,163,20376
2020,1,25,163,17313
2020,1,26,163,13799
2020,1,27,163,17377
2020,1,28,163,18587
2020,1,29,163,18379
2020,1,30,163,20315
2020,1,31,163,21373
2020,2,1,163,18679
2020,2,2,163,13918
2020,2,3,163,16830
2020,2,4,163,18194
2020,2,5,163,18753
2020,2,6,163,20020
2020,2,7,163,21023
2020,2,8,163,19024
2020,2,9,163,13502
2020,2,10,163,17552
2020,2,11,163,18293
2020,2,12,163,19008
2020,2,13,163,20278
2020,2,14,163,19711
2020,2,15,163,18320
2020,2,16,163,13693
2020,2,17,163,15939
2020,2,18,163,17363
2020,2,19,163,17693
2020,2,20,163,22922
2020,2,21,163,25602
2020,2,22,163,22223
2020,2,23,163,18311
2020,2,24,163,21061
2020,2,25,163,21163
2020,2,26,163,21836
2020,2,27,163,22837
2020,2,28,163,26766
2020,2,29,163,23000
2020,3,1,163,15196
2020,3,2,163,20634
2020,3,3,163,22342
2020,3,4,163,22446
2020,3,5,163,23992
2020,3,6,163,25269
2020,3,7,163,20682
2020,3,8,163,16064
2020,3,9,163,24631
2020,3,10,163,21788
2020,3,11,163,23585
2020,3,12,163,22910
2020,3,13,163,20319
2020,3,14,163,13058
2020,3,15,163,8903
2020,3,16,163,15052
2020,3,17,163,8243
2020,3,18,163,15547
2020,3,19,163,14580
2020,3,20,163,14575
2020,3,21,163,8154
2020,3,22,163,6779
2020,3,23,163,12539
2020,3,24,163,12917
2020,3,25,163,12127
2020,3,26,163,11491
2020,3,27,163,12187
2020,3,28,163,4832
2020,3,29,163,3574
2020,3,30,163,7525
2020,3,31,163,7036
2020,4,1,163,6502
2020,4,2,163,6758
2020,4,3,163,7025
2020,4,4,163,4779
2020,4,5,163,4147
2020,4,6,163,6690
2020,4,7,163,6843
2020,4,8,163,6925
2020,4,9,163,6870
2020,4,10,163,5848
2020,4,11,163,4958
2020,4,12,163,3322
2020,4,13,163,4074
2020,4,14,163,6996
2020,4,15,163,7157
2020,4,16,163,7103
2020,4,17,163,7238
2020,4,18,163,4744
2020,4,19,163,4139
2020,4,20,163,7249
2020,4,21,163,7354
2020,4,22,163,7319
2020,4,23,163,7560
2020,4,24,163,7599
2020,4,25,163,4678
2020,4,26,163,4100
2020,4,27,163,7422
2020,4,28,163,7611
2020,4,29,163,7378
2020,4,30,163,7781
2020,5,1,163,8138
2020,5,2,163,5332
2020,5,3,163,4711
2020,5,4,163,5091
2020,5,5,163,8503
2020,5,6,163,8537
2020,5,7,163,8467
2020,5,8,163,9088
2020,5,9,163,6462
2020,5,10,163,4827
2020,5,11,163,8564
2020,5,12,163,8652
2020,5,13,163,8959
2020,5,14,163,9086
2020,5,15,163,9277
2020,5,16,163,6386
2020,5,17,163,5446
2020,5,18,163,9743
2020,5,19,163,10430
2020,5,20,163,10764
2020,5,21,163,10598
2020,5,22,163,10969
2020,5,23,163,7011
2020,5,24,163,6322
2020,5,25,163,10828
2020,5,26,163,11446
2020,5,27,163,11656
2020,5,28,163,11944
2020,5,29,163,12194
2020,5,30,163,7661
2020,5,31,163,6741
2020,6,1,163,7030
2020,6,2,163,11781
2020,6,3,163,11585
2020,6,4,163,150
2020,1,1,164,13829
2020,1,2,164,18502
2020,1,3,164,21430
2020,1,4,164,18228
2020,1,5,164,15185
2020,1,6,164,20388
2020,1,7,164,21290
2020,1,8,164,22037
2020,1,9,164,23971
2020,1,10,164,25430
2020,1,11,164,22073
2020,1,12,164,17521
2020,1,13,164,22171
2020,1,14,164,23520
2020,1,15,164,16823
2020,1,16,164,18994
2020,1,17,164,25847
2020,1,18,164,22239
2020,1,19,164,18037
2020,1,20,164,23492
2020,1,21,164,24813
2020,1,22,164,25046
2020,1,23,164,25956
2020,1,24,164,26680
2020,1,25,164,22931
2020,1,26,164,18070
2020,1,27,164,22683
2020,1,28,164,24593
2020,1,29,164,24085
2020,1,30,164,26179
2020,1,31,164,27452
2020,2,1,164,25224
2020,2,2,164,17812
2020,2,3,164,22146
2020,2,4,164,24164
2020,2,5,164,24590
2020,2,6,164,26460
2020,2,7,164,27313
2020,2,8,164,25667
2020,2,9,164,17999
2020,2,10,164,22691
2020,2,11,164,24706
2020,2,12,164,25028
2020,2,13,164,26433
2020,2,14,164,27169
2020,2,15,164,25034
2020,2,16,164,18178
2020,2,17,164,22445
2020,2,18,164,24599
2020,2,19,164,24507
2020,2,20,164,25645
2020,2,21,164,27092
2020,2,22,164,23662
2020,2,23,164,17369
2020,2,24,164,22296
2020,2,25,164,23829
2020,2,26,164,24615
2020,2,27,164,26085
2020,2,28,164,27985
2020,2,29,164,24482
2020,3,1,164,18175
2020,3,2,164,22902
2020,3,3,164,23162
2020,3,4,164,23598
2020,3,5,164,26476
2020,3,6,164,27296
2020,3,7,164,23962
2020,3,8,164,18586
2020,3,9,164,23583
2020,3,10,164,23220
2020,3,11,164,24207
2020,3,12,164,24139
2020,3,13,164,22742
2020,3,14,164,16002
2020,3,15,164,11191
2020,3,16,164,15494
2020,3,17,164,8347
2020,3,18,164,14842
2020,3,19,164,14113
2020,3,20,164,13977
2020,3,21,164,8259
2020,3,22,164,6642
2020,3,23,164,12253
2020,3,24,164,12307
2020,3,25,164,11626
2020,3,26,164,11169
2020,3,27,164,12046
2020,3,28,164,4528
2020,3,29,164,2957
2020,3,30,164,6901
2020,3,31,164,6515
2020,4,1,164,6352
2020,4,2,164,6546
2020,4,3,164,6890
2020,4,4,164,4105
2020,4,5,164,3251
2020,4,6,164,6435
2020,4,7,164,6582
2020,4,8,164,6635
2020,4,9,164,6764
2020,4,10,164,5196
2020,4,11,164,4144
2020,4,12,164,2663
2020,4,13,164,3150
2020,4,14,164,6458
2020,4,15,164,6801
2020,4,16,164,6826
2020,4,17,164,6991
2020,4,18,164,4403
2020,4,19,164,3203
2020,4,20,164,6859
2020,4,21,164,7059
2020,4,22,164,6987
2020,4,23,164,7359
2020,4,24,164,7417
2020,4,25,164,4480
2020,4,26,164,3423
2020,4,27,164,7165
2020,4,28,164,7373
2020,4,29,164,7350
2020,4,30,164,7811
2020,5,1,164,7882
2020,5,2,164,4717
2020,5,3,164,3491
2020,5,4,164,3842
2020,5,5,164,8212
2020,5,6,164,8253
2020,5,7,164,8444
2020,5,8,164,8583
2020,5,9,164,5498
2020,5,10,164,4180
2020,5,11,164,8246
2020,5,12,164,8524
2020,5,13,164,8933
2020,5,14,164,8908
2020,5,15,164,9527
2020,5,16,164,5864
2020,5,17,164,4698
2020,5,18,164,9916
2020,5,19,164,10359
2020,5,20,164,10888
2020,5,21,164,10892
2020,5,22,164,11328
2020,5,23,164,6250
2020,5,24,164,5111
2020,5,25,164,11042
2020,5,26,164,11460
2020,5,27,164,9700
2020,5,28,164,11810
2020,5,29,164,12259
2020,5,30,164,7227
2020,5,31,164,5791
2020,6,1,164,6365
2020,6,2,164,11862
2020,6,3,164,12201
2020,6,4,164,136
2020,1,1,165,17577
2020,1,2,165,20758
2020,1,3,165,23084
2020,1,4,165,23031
2020,1,5,165,20955
2020,1,6,165,23731
2020,1,7,165,24227
2020,1,8,165,25305
2020,1,9,165,26199
2020,1,10,165,27112
2020,1,11,165,26763
2020,1,12,165,23834
2020,1,13,165,24933
2020,1,14,165,26296
2020,1,15,165,26493
2020,1,16,165,27394
2020,1,17,165,28056
2020,1,18,165,27045
2020,1,19,165,24276
2020,1,20,165,25687
2020,1,21,165,26710
2020,1,22,165,26839
2020,1,23,165,27971
2020,1,24,165,28750
2020,1,25,165,27933
2020,1,26,165,25634
2020,1,27,165,25677
2020,1,28,165,26733
2020,1,29,165,27310
2020,1,30,165,27916
2020,1,31,165,29373
2020,2,1,165,28827
2020,2,2,165,25490
2020,2,3,165,25726
2020,2,4,165,26719
2020,2,5,165,26845
2020,2,6,165,27562
2020,2,7,165,28639
2020,2,8,165,28019
2020,2,9,165,23769
2020,2,10,165,25703
2020,2,11,165,26492
2020,2,12,165,26954
2020,2,13,165,28315
2020,2,14,165,28998
2020,2,15,165,27167
2020,2,16,165,24377
2020,2,17,165,24924
2020,2,18,165,26397
2020,2,19,165,27232
2020,2,20,165,27805
2020,2,21,165,28513
2020,2,22,165,26254
2020,2,23,165,23494
2020,2,24,165,25775
2020,2,25,165,26932
2020,2,26,165,27579
2020,2,27,165,27845
2020,2,28,165,29791
2020,2,29,165,28446
2020,3,1,165,24647
2020,3,2,165,25817
2020,3,3,165,26549
2020,3,4,165,27424
2020,3,5,165,27999
2020,3,6,165,29534
2020,3,7,165,27619
2020,3,8,165,24254
2020,3,9,165,26081
2020,3,10,165,25976
2020,3,11,165,27258
2020,3,12,165,26639
2020,3,13,165,24517
2020,3,14,165,19326
2020,3,15,165,15383
2020,3,16,165,18028
2020,3,17,165,12849
2020,3,18,165,17237
2020,3,19,165,17149
2020,3,20,165,17239
2020,3,21,165,13872
2020,3,22,165,12706
2020,3,23,165,15064
2020,3,24,165,15792
2020,3,25,165,14687
2020,3,26,165,14435
2020,3,27,165,15578
2020,3,28,165,8089
2020,3,29,165,5995
2020,3,30,165,8786
2020,3,31,165,8358
2020,4,1,165,8524
2020,4,2,165,8836
2020,4,3,165,10116
2020,4,4,165,8540
2020,4,5,165,7226
2020,4,6,165,8940
2020,4,7,165,9087
2020,4,8,165,9155
2020,4,9,165,9563
2020,4,10,165,9182
2020,4,11,165,8415
2020,4,12,165,6408
2020,4,13,165,6725
2020,4,14,165,9326
2020,4,15,165,9865
2020,4,16,165,9718
2020,4,17,165,10800
2020,4,18,165,9001
2020,4,19,165,7467
2020,4,20,165,9393
2020,4,21,165,9830
2020,4,22,165,9918
2020,4,23,165,10451
2020,4,24,165,11544
2020,4,25,165,9302
2020,4,26,165,7649
2020,4,27,165,9816
2020,4,28,165,10206
2020,4,29,165,10496
2020,4,30,165,11128
2020,5,1,165,12263
2020,5,2,165,10079
2020,5,3,165,8319
2020,5,4,165,8652
2020,5,5,165,11977
2020,5,6,165,12055
2020,5,7,165,12472
2020,5,8,165,13312
2020,5,9,165,11309
2020,5,10,165,9851
2020,5,11,165,11532
2020,5,12,165,12479
2020,5,13,165,12805
2020,5,14,165,13226
2020,5,15,165,14259
2020,5,16,165,12512
2020,5,17,165,11281
2020,5,18,165,14423
2020,5,19,165,15531
2020,5,20,165,16220
2020,5,21,165,16453
2020,5,22,165,17747
2020,5,23,165,15114
2020,5,24,165,13413
2020,5,25,165,16002
2020,5,26,165,16475
2020,5,27,165,17044
2020,5,28,165,17512
2020,5,29,165,18694
2020,5,30,165,15679
2020,5,31,165,13642
2020,6,1,165,13862
2020,6,2,165,17408
2020,6,3,165,17094
2020,6,4,165,179
2020,1,1,166,20302
2020,1,2,166,27729
2020,1,3,166,30024
2020,1,4,166,24710
2020,1,5,166,23036
2020,1,6,166,31577
2020,1,7,166,31875
2020,1,8,166,33025
2020,1,9,166,33269
2020,1,10,166,35244
2020,1,11,166,29003
2020,1,12,166,24611
2020,1,13,166,32545
2020,1,14,166,34037
2020,1,15,166,32888
2020,1,16,166,34384
2020,1,17,166,36779
2020,1,18,166,29073
2020,1,19,166,26867
2020,1,20,166,33453
2020,1,21,166,34446
2020,1,22,166,34821
2020,1,23,166,35804
2020,1,24,166,37001
2020,1,25,166,32049
2020,1,26,166,25878
2020,1,27,166,33599
2020,1,28,166,34986
2020,1,29,166,34034
2020,1,30,166,35506
2020,1,31,166,37486
2020,2,1,166,31231
2020,2,2,166,27828
2020,2,3,166,33348
2020,2,4,166,33944
2020,2,5,166,34167
2020,2,6,166,35425
2020,2,7,166,36933
2020,2,8,166,32083
2020,2,9,166,27037
2020,2,10,166,34477
2020,2,11,166,34137
2020,2,12,166,34624
2020,2,13,166,36503
2020,2,14,166,37410
2020,2,15,166,29949
2020,2,16,166,26075
2020,2,17,166,33750
2020,2,18,166,34404
2020,2,19,166,34437
2020,2,20,166,35447
2020,2,21,166,38051
2020,2,22,166,31181
2020,2,23,166,26493
2020,2,24,166,24023
2020,2,25,166,34408
2020,2,26,166,34806
2020,2,27,166,36222
2020,2,28,166,38776
2020,2,29,166,32002
2020,3,1,166,26978
2020,3,2,166,33138
2020,3,3,166,34553
2020,3,4,166,35252
2020,3,5,166,35922
2020,3,6,166,37464
2020,3,7,166,29787
2020,3,8,166,26552
2020,3,9,166,34071
2020,3,10,166,33785
2020,3,11,166,33734
2020,3,12,166,34024
2020,3,13,166,32388
2020,3,14,166,22155
2020,3,15,166,18688
2020,3,16,166,25606
2020,3,17,166,15031
2020,3,18,166,25112
2020,3,19,166,23109
2020,3,20,166,23613
2020,3,21,166,14651
2020,3,22,166,12041
2020,3,23,166,20549
2020,3,24,166,20285
2020,3,25,166,19806
2020,3,26,166,19326
2020,3,27,166,19660
2020,3,28,166,9177
2020,3,29,166,6583
2020,3,30,166,12901
2020,3,31,166,11726
2020,4,1,166,11915
2020,4,2,166,12309
2020,4,3,166,12568
2020,4,4,166,8692
2020,4,5,166,7065
2020,4,6,166,12169
2020,4,7,166,12341
2020,4,8,166,12243
2020,4,9,166,12385
2020,4,10,166,10442
2020,4,11,166,9227
2020,4,12,166,6865
2020,4,13,166,7363
2020,4,14,166,12429
2020,4,15,166,12753
2020,4,16,166,12694
2020,4,17,166,13021
2020,4,18,166,9017
2020,4,19,166,7154
2020,4,20,166,12514
2020,4,21,166,12824
2020,4,22,166,12691
2020,4,23,166,13091
2020,4,24,166,13282
2020,4,25,166,9011
2020,4,26,166,7458
2020,4,27,166,12989
2020,4,28,166,13073
2020,4,29,166,13009
2020,4,30,166,13669
2020,5,1,166,14053
2020,5,2,166,9874
2020,5,3,166,8064
2020,5,4,166,8690
2020,5,5,166,14466
2020,5,6,166,14421
2020,5,7,166,14704
2020,5,8,166,14943
2020,5,9,166,10930
2020,5,10,166,8599
2020,5,11,166,14401
2020,5,12,166,15223
2020,5,13,166,15238
2020,5,14,166,15212
2020,5,15,166,15880
2020,5,16,166,11201
2020,5,17,166,9359
2020,5,18,166,16513
2020,5,19,166,17156
2020,5,20,166,17523
2020,5,21,166,17682
2020,5,22,166,18363
2020,5,23,166,13406
2020,5,24,166,11001
2020,5,25,166,17938
2020,5,26,166,18020
2020,5,27,166,18484
2020,5,28,166,18458
2020,5,29,166,18732
2020,5,30,166,13393
2020,5,31,166,10546
2020,6,1,166,11693
2020,6,2,166,18790
2020,6,3,166,18661
2020,6,4,166,396
2020,1,1,167,7516
2020,1,2,167,10929
2020,1,3,167,11771
2020,1,4,167,10362
2020,1,5,167,9387
2020,1,6,167,13071
2020,1,7,167,14023
2020,1,8,167,14506
2020,1,9,167,14598
2020,1,10,167,15451
2020,1,11,167,12807
2020,1,12,167,11083
2020,1,13,167,14060
2020,1,14,167,15268
2020,1,15,167,15500
2020,1,16,167,16065
2020,1,17,167,15501
2020,1,18,167,11827
2020,1,19,167,10667
2020,1,20,167,14323
2020,1,21,167,15457
2020,1,22,167,15542
2020,1,23,167,15755
2020,1,24,167,15530
2020,1,25,167,12067
2020,1,26,167,10900
2020,1,27,167,14126
2020,1,28,167,15405
2020,1,29,167,15263
2020,1,30,167,16317
2020,1,31,167,16278
2020,2,1,167,9407
2020,2,2,167,11574
2020,2,3,167,14169
2020,2,4,167,14896
2020,2,5,167,15058
2020,2,6,167,15843
2020,2,7,167,16209
2020,2,8,167,9367
2020,2,9,167,10841
2020,2,10,167,14920
2020,2,11,167,15524
2020,2,12,167,15497
2020,2,13,167,16179
2020,2,14,167,16170
2020,2,15,167,12104
2020,2,16,167,10925
2020,2,17,167,13879
2020,2,18,167,14490
2020,2,19,167,14966
2020,2,20,167,15489
2020,2,21,167,15127
2020,2,22,167,11841
2020,2,23,167,10304
2020,2,24,167,14469
2020,2,25,167,15131
2020,2,26,167,15475
2020,2,27,167,15897
2020,2,28,167,16363
2020,2,29,167,13033
2020,3,1,167,10785
2020,3,2,167,14449
2020,3,3,167,14993
2020,3,4,167,15175
2020,3,5,167,16199
2020,3,6,167,15689
2020,3,7,167,11516
2020,3,8,167,10959
2020,3,9,167,14474
2020,3,10,167,14595
2020,3,11,167,15561
2020,3,12,167,14553
2020,3,13,167,11366
2020,3,14,167,8491
2020,3,15,167,7271
2020,3,16,167,9499
2020,3,17,167,6433
2020,3,18,167,9624
2020,3,19,167,9103
2020,3,20,167,9384
2020,3,21,167,6913
2020,3,22,167,6472
2020,3,23,167,7946
2020,3,24,167,8479
2020,3,25,167,7806
2020,3,26,167,7692
2020,3,27,167,8527
2020,3,28,167,3996
2020,3,29,167,2738
2020,3,30,167,4571
2020,3,31,167,4213
2020,4,1,167,4480
2020,4,2,167,4346
2020,4,3,167,5103
2020,4,4,167,3914
2020,4,5,167,3276
2020,4,6,167,4283
2020,4,7,167,4710
2020,4,8,167,4716
2020,4,9,167,4760
2020,4,10,167,4617
2020,4,11,167,3780
2020,4,12,167,2950
2020,4,13,167,3102
2020,4,14,167,4619
2020,4,15,167,4598
2020,4,16,167,4715
2020,4,17,167,5272
2020,4,18,167,4073
2020,4,19,167,3476
2020,4,20,167,4539
2020,4,21,167,4794
2020,4,22,167,4839
2020,4,23,167,5083
2020,4,24,167,5749
2020,4,25,167,4268
2020,4,26,167,3604
2020,4,27,167,4966
2020,4,28,167,5110
2020,4,29,167,5070
2020,4,30,167,5487
2020,5,1,167,6168
2020,5,2,167,4589
2020,5,3,167,3888
2020,5,4,167,3942
2020,5,5,167,5904
2020,5,6,167,5973
2020,5,7,167,6124
2020,5,8,167,6896
2020,5,9,167,5482
2020,5,10,167,4617
2020,5,11,167,5788
2020,5,12,167,6121
2020,5,13,167,6484
2020,5,14,167,6728
2020,5,15,167,7230
2020,5,16,167,6014
2020,5,17,167,5022
2020,5,18,167,7295
2020,5,19,167,7703
2020,5,20,167,7818
2020,5,21,167,8073
2020,5,22,167,8713
2020,5,23,167,6774
2020,5,24,167,6001
2020,5,25,167,8084
2020,5,26,167,8169
2020,5,27,167,8508
2020,5,28,167,8757
2020,5,29,167,9259
2020,5,30,167,7356
2020,5,31,167,6442
2020,6,1,167,6626
2020,6,2,167,9011
2020,6,3,167,8926
2020,6,4,167,61
2020,1,2,168,8981
2020,1,3,168,10170
2020,1,4,168,7094
2020,1,5,168,6278
2020,1,6,168,11652
2020,1,7,168,12071
2020,1,8,168,12689
2020,1,9,168,13042
2020,1,10,168,14351
2020,1,11,168,9445
2020,1,12,168,7133
2020,1,13,168,12759
2020,1,14,168,14328
2020,1,15,168,14249
2020,1,16,168,12071
2020,1,17,168,13882
2020,1,18,168,8535
2020,1,19,168,7604
2020,1,20,168,12766
2020,1,21,168,13138
2020,1,22,168,13436
2020,1,23,168,13479
2020,1,24,168,13293
2020,1,25,168,9253
2020,1,26,168,7182
2020,1,27,168,12573
2020,1,28,168,15554
2020,1,29,168,13292
2020,1,30,168,13244
2020,1,31,168,12872
2020,2,1,168,9434
2020,2,2,168,7265
2020,2,3,168,11942
2020,2,4,168,12534
2020,2,5,168,12393
2020,2,6,168,14387
2020,2,7,168,13959
2020,2,8,168,11446
2020,2,9,168,8887
2020,2,10,168,13432
2020,2,11,168,13098
2020,2,12,168,13011
2020,2,13,168,13279
2020,2,14,168,13493
2020,2,15,168,9218
2020,2,16,168,7369
2020,2,17,168,11970
2020,2,18,168,12132
2020,2,19,168,12456
2020,2,20,168,13077
2020,2,21,168,13550
2020,2,22,168,9458
2020,2,23,168,8011
2020,2,24,168,12504
2020,2,25,168,12642
2020,2,26,168,13255
2020,2,27,168,13736
2020,2,28,168,13765
2020,2,29,168,11420
2020,3,1,168,7777
2020,3,2,168,12880
2020,3,3,168,13886
2020,3,4,168,12968
2020,3,5,168,14627
2020,3,6,168,14019
2020,3,7,168,10234
2020,3,8,168,9189
2020,3,9,168,13001
2020,3,10,168,13198
2020,3,11,168,13412
2020,3,12,168,12265
2020,3,13,168,10681
2020,3,14,168,6760
2020,3,15,168,5424
2020,3,16,168,8001
2020,3,17,168,5189
2020,3,18,168,8243
2020,3,19,168,7978
2020,3,20,168,8096
2020,3,21,168,4714
2020,3,22,168,4090
2020,3,23,168,6291
2020,3,24,168,7282
2020,3,25,168,7107
2020,3,26,168,6845
2020,3,27,168,7049
2020,3,28,168,3436
2020,3,29,168,2357
2020,3,30,168,4203
2020,3,31,168,3979
2020,4,1,168,3927
2020,4,2,168,4384
2020,4,3,168,4445
2020,4,4,168,3103
2020,4,5,168,2680
2020,4,6,168,4328
2020,4,7,168,4239
2020,4,8,168,4013
2020,4,9,168,4364
2020,4,10,168,3957
2020,4,11,168,3215
2020,4,12,168,2089
2020,4,13,168,2744
2020,4,14,168,4088
2020,4,15,168,4260
2020,4,16,168,4438
2020,4,17,168,4469
2020,4,18,168,3286
2020,4,19,168,2673
2020,4,20,168,4181
2020,4,21,168,4568
2020,4,22,168,4560
2020,4,23,168,4612
2020,4,24,168,4774
2020,4,25,168,3488
2020,4,26,168,2691
2020,4,27,168,4544
2020,4,28,168,4421
2020,4,29,168,4561
2020,4,30,168,5038
2020,5,1,168,5181
2020,5,2,168,3808
2020,5,3,168,3152
2020,5,4,168,3318
2020,5,5,168,5280
2020,5,6,168,5434
2020,5,7,168,5187
2020,5,8,168,5629
2020,5,9,168,4361
2020,5,10,168,3231
2020,5,11,168,4985
2020,5,12,168,5012
2020,5,13,168,5035
2020,5,14,168,5594
2020,5,15,168,5893
2020,5,16,168,4494
2020,5,17,168,3801
2020,5,18,168,5759
2020,5,19,168,6201
2020,5,20,168,6819
2020,5,21,168,7001
2020,5,22,168,7381
2020,5,23,168,5077
2020,5,24,168,4421
2020,5,25,168,7127
2020,5,26,168,7315
2020,5,27,168,7377
2020,5,28,168,7699
2020,5,29,168,7876
2020,5,30,168,5405
2020,5,31,168,4727
2020,6,1,168,5110
2020,6,2,168,8025
2020,6,3,168,7602
2020,6,4,168,112
2020,1,1,170,9141
2020,1,2,170,16403
2020,1,3,170,18236
2020,1,4,170,16361
2020,1,5,170,14718
2020,1,6,170,19625
2020,1,7,170,20816
2020,1,8,170,21263
2020,1,9,170,21858
2020,1,10,170,22302
2020,1,11,170,19335
2020,1,12,170,15014
2020,1,13,170,20341
2020,1,14,170,22508
2020,1,15,170,22020
2020,1,16,170,21892
2020,1,17,170,20442
2020,1,18,170,17335
2020,1,19,170,15603
2020,1,20,170,20768
2020,1,21,170,21578
2020,1,22,170,21261
2020,1,23,170,21949
2020,1,24,170,22894
2020,1,25,170,19718
2020,1,26,170,16238
2020,1,27,170,20501
2020,1,28,170,21402
2020,1,29,170,21849
2020,1,30,170,23112
2020,1,31,170,23310
2020,2,1,170,20769
2020,2,2,170,17018
2020,2,3,170,20665
2020,2,4,170,21867
2020,2,5,170,21670
2020,2,6,170,22496
2020,2,7,170,23796
2020,2,8,170,21765
2020,2,9,170,15701
2020,2,10,170,20894
2020,2,11,170,21179
2020,2,12,170,22717
2020,2,13,170,23701
2020,2,14,170,23519
2020,2,15,170,19823
2020,2,16,170,17122
2020,2,17,170,20666
2020,2,18,170,21795
2020,2,19,170,22157
2020,2,20,170,22528
2020,2,21,170,22105
2020,2,22,170,9047
2020,2,23,170,11088
2020,2,24,170,21862
2020,2,25,170,21796
2020,2,26,170,22894
2020,2,27,170,23115
2020,2,28,170,23760
2020,2,29,170,20258
2020,3,1,170,16799
2020,3,2,170,21373
2020,3,3,170,17895
2020,3,4,170,23138
2020,3,5,170,21235
2020,3,6,170,23418
2020,3,7,170,19357
2020,3,8,170,8520
2020,3,9,170,16585
2020,3,10,170,19116
2020,3,11,170,21727
