Year,Month,Day,Site,SumOfSumVolume
2020,2,11,536,0
2020,2,12,536,0
2020,2,13,536,0
2020,2,14,536,0
2020,2,15,536,0
2020,2,16,536,0
2020,2,17,536,0
2020,2,18,536,0
2020,2,19,536,0
2020,2,20,536,0
2020,2,21,536,0
2020,2,22,536,0
2020,2,23,536,0
2020,2,24,536,0
2020,2,25,536,0
2020,2,26,536,0
2020,2,27,536,0
2020,2,28,536,0
2020,2,29,536,0
2020,3,1,536,0
2020,3,2,536,0
2020,3,3,536,0
2020,3,4,536,0
2020,3,5,536,0
2020,3,6,536,0
2020,3,7,536,0
2020,3,8,536,0
2020,3,9,536,0
2020,3,10,536,0
2020,3,11,536,0
2020,3,12,536,0
2020,3,13,536,0
2020,3,14,536,0
2020,3,15,536,0
2020,3,16,536,0
2020,3,17,536,0
2020,3,18,536,0
2020,3,19,536,0
2020,3,20,536,0
2020,3,21,536,0
2020,3,22,536,0
2020,3,23,536,0
2020,3,24,536,0
2020,3,25,536,0
2020,3,26,536,0
2020,3,27,536,0
2020,3,28,536,0
2020,3,29,536,0
2020,3,30,536,0
2020,3,31,536,0
2020,4,1,536,0
2020,4,2,536,0
2020,4,3,536,0
2020,4,4,536,0
2020,4,5,536,0
2020,4,6,536,0
2020,4,7,536,0
2020,4,8,536,0
2020,4,9,536,0
2020,4,10,536,0
2020,4,11,536,0
2020,4,12,536,0
2020,4,13,536,0
2020,4,14,536,0
2020,4,15,536,0
2020,4,16,536,0
2020,4,17,536,0
2020,4,18,536,0
2020,4,19,536,0
2020,4,20,536,0
2020,4,21,536,0
2020,4,22,536,0
2020,4,23,536,0
2020,4,24,536,0
2020,4,25,536,0
2020,4,26,536,0
2020,4,27,536,0
2020,4,28,536,0
2020,4,29,536,0
2020,4,30,536,0
2020,5,1,536,0
2020,5,2,536,0
2020,5,3,536,0
2020,5,4,536,0
2020,5,5,536,0
2020,5,6,536,0
2020,5,7,536,0
2020,5,8,536,0
2020,5,9,536,0
2020,5,10,536,0
2020,5,11,536,0
2020,5,12,536,0
2020,5,13,536,0
2020,5,14,536,0
2020,5,15,536,0
2020,5,16,536,0
2020,5,17,536,0
2020,5,18,536,0
2020,5,19,536,0
2020,5,20,536,0
2020,5,21,536,0
2020,5,22,536,0
2020,5,23,536,0
2020,5,24,536,0
2020,5,25,536,0
2020,5,26,536,0
2020,5,27,536,0
2020,5,28,536,0
2020,5,29,536,0
2020,5,30,536,0
2020,5,31,536,0
2020,6,1,536,0
2020,6,2,536,0
2020,6,3,536,0
2020,6,4,536,0
2020,1,1,540,16733
2020,1,2,540,26646
2020,1,3,540,28538
2020,1,4,540,24365
2020,1,5,540,20928
2020,1,6,540,29575
2020,1,7,540,30515
2020,1,8,540,30910
2020,1,9,540,31332
2020,1,10,540,31402
2020,1,11,540,25864
2020,1,12,540,23363
2020,1,13,540,30012
2020,1,14,540,30586
2020,1,15,540,31383
2020,1,16,540,31353
2020,1,17,540,37352
2020,1,18,540,32360
2020,1,19,540,24448
2020,1,20,540,30221
2020,1,21,540,31033
2020,1,22,540,30791
2020,1,23,540,31417
2020,1,24,540,29993
2020,1,25,540,28765
2020,1,26,540,23939
2020,1,27,540,30636
2020,1,28,540,31194
2020,1,29,540,31225
2020,1,30,540,32039
2020,1,31,540,28066
2020,2,1,540,26689
2020,2,2,540,24118
2020,2,3,540,30384
2020,2,4,540,31393
2020,2,5,540,31908
2020,2,6,540,31739
2020,2,7,540,32093
2020,2,8,540,26347
2020,2,9,540,21933
2020,2,10,540,30643
2020,2,11,540,30628
2020,2,12,540,31774
2020,2,13,540,32411
2020,2,14,540,32021
2020,2,15,540,26005
2020,2,16,540,22392
2020,2,17,540,30743
2020,2,18,540,31025
2020,2,19,540,31945
2020,2,20,540,32030
2020,2,21,540,31912
2020,2,22,540,26591
2020,2,23,540,23227
2020,2,24,540,30939
2020,2,25,540,31288
2020,2,26,540,31882
2020,2,27,540,31899
2020,2,28,540,31838
2020,2,29,540,25963
2020,3,1,540,22721
2020,3,2,540,29991
2020,3,3,540,36020
2020,3,4,540,30578
2020,3,5,540,32711
2020,3,6,540,32070
2020,3,7,540,26875
2020,3,8,540,23380
2020,3,9,540,30018
2020,3,10,540,29853
2020,3,11,540,30391
2020,3,12,540,29714
2020,3,13,540,28128
2020,3,14,540,21508
2020,3,15,540,17026
2020,3,16,540,23296
2020,3,17,540,15061
2020,3,18,540,22613
2020,3,19,540,23842
2020,3,20,540,24064
2020,3,21,540,18129
2020,3,22,540,16201
2020,3,23,540,21235
2020,3,24,540,21978
2020,3,25,540,20613
2020,3,26,540,21247
2020,3,27,540,22350
2020,3,28,540,11170
2020,3,29,540,7363
2020,3,30,540,14712
2020,3,31,540,14647
2020,4,1,540,15016
2020,4,2,540,15825
2020,4,3,540,16522
2020,4,4,540,11770
2020,4,5,540,8982
2020,4,6,540,15422
2020,4,7,540,16318
2020,4,8,540,15999
2020,4,9,540,16655
2020,4,10,540,15212
2020,4,11,540,10808
2020,4,12,540,7689
2020,4,13,540,8978
2020,4,14,540,15969
2020,4,15,540,16197
2020,4,16,540,16631
2020,4,17,540,17571
2020,4,18,540,12228
2020,4,19,540,9137
2020,4,20,540,16280
2020,4,21,540,17281
2020,4,22,540,17427
2020,4,23,540,18067
2020,4,24,540,18787
2020,4,25,540,10931
2020,4,26,540,9712
2020,4,27,540,15173
2020,4,28,540,17716
2020,4,29,540,17392
2020,4,30,540,18884
2020,5,1,540,18979
2020,5,2,540,13341
2020,5,3,540,10437
2020,5,4,540,9946
2020,5,5,540,19469
2020,5,6,540,19778
2020,5,7,540,19904
2020,5,8,540,19489
2020,5,9,540,15116
2020,5,10,540,11328
2020,5,11,540,19139
2020,5,12,540,19984
2020,5,13,540,19777
2020,5,14,540,20939
2020,5,15,540,21195
2020,5,16,540,16235
2020,5,17,540,12606
2020,5,18,540,22314
2020,5,19,540,19650
2020,5,20,540,23571
2020,5,21,540,22818
2020,5,22,540,24809
2020,5,23,540,18803
2020,5,24,540,15049
2020,5,25,540,23455
2020,5,26,540,24009
2020,5,27,540,24783
2020,5,28,540,25309
2020,5,29,540,26007
2020,5,30,540,19471
2020,5,31,540,15645
2020,6,1,540,16149
2020,6,2,540,24895
2020,6,3,540,24843
2020,6,4,540,287
2020,2,24,544,3228
2020,2,25,544,7724
2020,2,26,544,10561
2020,2,27,544,10691
2020,2,28,544,10760
2020,2,29,544,9441
2020,3,1,544,8114
2020,3,2,544,10590
2020,3,3,544,8147
2020,3,4,544,10640
2020,3,5,544,9356
2020,3,6,544,10884
2020,3,7,544,9701
2020,3,8,544,4324
2020,3,9,544,9474
2020,3,10,544,10443
2020,3,11,544,10845
2020,3,12,544,10644
2020,3,13,544,10710
2020,3,14,544,8429
2020,3,15,544,6872
2020,3,16,544,9268
2020,3,17,544,4229
2020,3,18,544,9263
2020,3,19,544,9366
2020,3,20,544,9569
2020,3,21,544,7301
2020,3,22,544,6597
2020,3,23,544,8651
2020,3,24,544,8991
2020,3,25,544,8933
2020,3,26,544,9024
2020,3,27,544,9199
2020,3,28,544,4665
2020,3,29,544,2877
2020,3,30,544,6046
2020,3,31,544,6074
2020,4,1,544,6157
2020,4,2,544,6483
2020,4,3,544,6825
2020,4,4,544,4824
2020,4,5,544,3697
2020,4,6,544,6392
2020,4,7,544,6656
2020,4,8,544,6426
2020,4,9,544,6877
2020,4,10,544,5832
2020,4,11,544,4650
2020,4,12,544,3134
2020,4,13,544,3864
2020,4,14,544,6739
2020,4,15,544,6740
2020,4,16,544,6965
2020,4,17,544,7161
2020,4,18,544,4936
2020,4,19,544,3832
2020,4,20,544,6591
2020,4,21,544,7139
2020,4,22,544,7060
2020,4,23,544,7368
2020,4,24,544,7603
2020,4,25,544,5392
2020,4,26,544,3957
2020,4,27,544,7018
2020,4,28,544,7282
2020,4,29,544,7003
2020,4,30,544,7413
2020,5,1,544,7764
2020,5,2,544,5432
2020,5,3,544,4471
2020,5,4,544,4731
2020,5,5,544,7784
2020,5,6,544,7720
2020,5,7,544,8017
2020,5,8,544,8329
2020,5,9,544,6288
2020,5,10,544,4673
2020,5,11,544,7674
2020,5,12,544,8074
2020,5,13,544,8086
2020,5,14,544,8261
2020,5,15,544,8103
2020,5,16,544,6543
2020,5,17,544,5455
2020,5,18,544,8493
2020,5,19,544,8136
2020,5,20,544,7169
2020,5,21,544,8904
2020,5,22,544,9538
2020,5,23,544,7285
2020,5,24,544,6162
2020,5,25,544,9298
2020,5,26,544,9588
2020,5,27,544,9675
2020,5,28,544,9865
2020,5,29,544,9993
2020,5,30,544,7878
2020,5,31,544,2564
2020,6,1,544,5058
2020,6,2,544,8348
2020,6,3,544,7389
2020,6,4,544,120
2020,1,2,545,18389
2020,1,3,545,19814
2020,1,4,545,19212
2020,1,5,545,17211
2020,1,6,545,20138
2020,1,7,545,21115
2020,1,8,545,21737
2020,1,9,545,21919
2020,1,10,545,22131
2020,1,11,545,19684
2020,1,12,545,18127
2020,1,13,545,20879
2020,1,14,545,21392
2020,1,15,545,21816
2020,1,16,545,22125
2020,1,17,545,22700
2020,1,18,545,21043
2020,1,19,545,18406
2020,1,20,545,21141
2020,1,21,545,21607
2020,1,22,545,17993
2020,1,23,545,22279
2020,1,24,545,22739
2020,1,25,545,21257
2020,1,26,545,18362
2020,1,27,545,21513
2020,1,28,545,21698
2020,1,29,545,21770
2020,1,30,545,22231
2020,1,31,545,22705
2020,2,1,545,21014
2020,2,2,545,18488
2020,2,3,545,21362
2020,2,4,545,21741
2020,2,5,545,21964
2020,2,6,545,22096
2020,2,7,545,21842
2020,2,8,545,21025
2020,2,9,545,17035
2020,2,10,545,21169
2020,2,11,545,21255
2020,2,12,545,21863
2020,2,13,545,22721
2020,2,14,545,22903
2020,2,15,545,20309
2020,2,16,545,17659
2020,2,17,545,21006
2020,2,18,545,21092
2020,2,19,545,21493
2020,2,20,545,21273
2020,2,21,545,21450
2020,2,22,545,20877
2020,2,23,545,18358
2020,2,24,545,21571
2020,2,25,545,21032
2020,2,26,545,22260
2020,2,27,545,22120
2020,2,28,545,22507
2020,2,29,545,20688
2020,3,1,545,18591
2020,3,2,545,21482
2020,3,3,545,21886
2020,3,4,545,22372
2020,3,5,545,22578
2020,3,6,545,22594
2020,3,7,545,20634
2020,3,8,545,19014
2020,3,9,545,21370
2020,3,10,545,21822
2020,3,11,545,21970
2020,3,12,545,21558
2020,3,13,545,20200
2020,3,14,545,17359
2020,3,15,545,15260
2020,3,16,545,17444
2020,3,17,545,13329
2020,3,18,545,16360
2020,3,19,545,16636
2020,3,20,545,17270
2020,3,21,545,15017
2020,3,22,545,14045
2020,3,23,545,10393
2020,3,24,545,12276
2020,3,25,545,12623
2020,3,26,545,12730
2020,3,27,545,11723
2020,3,28,545,9044
2020,3,29,545,6701
2020,3,30,545,9715
2020,3,31,545,10122
2020,4,1,545,10451
2020,4,2,545,10909
2020,4,3,545,11970
2020,4,4,545,9722
2020,4,5,545,7934
2020,4,6,545,10047
2020,4,7,545,9757
2020,4,8,545,10531
2020,4,9,545,11923
2020,4,10,545,11443
2020,4,11,545,10755
2020,4,12,545,7582
2020,4,13,545,7954
2020,4,14,545,11292
2020,4,15,545,11489
2020,4,16,545,11472
2020,4,17,545,12124
2020,4,18,545,10497
2020,4,19,545,8712
2020,4,20,545,11105
2020,4,21,545,11802
2020,4,22,545,11812
2020,4,23,545,11646
2020,4,24,545,13122
2020,4,25,545,10894
2020,4,26,545,8696
2020,4,27,545,11616
2020,4,28,545,12044
2020,4,29,545,11648
2020,4,30,545,12157
2020,5,1,545,14190
2020,5,2,545,11735
2020,5,3,545,9599
2020,5,4,545,10298
2020,5,5,545,13987
2020,5,6,545,13972
2020,5,7,545,14119
2020,5,8,545,15107
2020,5,9,545,13359
2020,5,10,545,10646
2020,5,11,545,13389
2020,5,12,545,14019
2020,5,13,545,13779
2020,5,14,545,14865
2020,5,15,545,15434
2020,5,16,545,14047
2020,5,17,545,11948
2020,5,18,545,15138
2020,5,19,545,15843
2020,5,20,545,16376
2020,5,21,545,16333
2020,5,22,545,17089
2020,5,23,545,15490
2020,5,24,545,14037
2020,5,25,545,16107
2020,5,26,545,17158
2020,5,27,545,17507
2020,5,28,545,17678
2020,5,29,545,18410
2020,5,30,545,16437
2020,5,31,545,14454
2020,6,1,545,14726
2020,6,2,545,17857
2020,6,3,545,17293
2020,6,4,545,187
2020,1,1,546,0
2020,1,2,546,0
2020,1,3,546,0
2020,1,4,546,0
2020,1,5,546,0
2020,1,6,546,0
2020,1,7,546,0
2020,1,8,546,0
2020,1,9,546,0
2020,1,10,546,0
2020,1,11,546,0
2020,1,12,546,0
2020,1,13,546,0
2020,1,14,546,0
2020,1,15,546,0
2020,1,16,546,0
2020,1,17,546,0
2020,1,18,546,0
2020,1,19,546,0
2020,1,20,546,0
2020,1,21,546,0
2020,1,22,546,0
2020,1,23,546,0
2020,1,24,546,0
2020,1,25,546,0
2020,1,26,546,0
2020,1,27,546,0
2020,1,28,546,0
2020,1,29,546,0
2020,1,30,546,0
2020,1,31,546,0
2020,2,1,546,0
2020,2,2,546,0
2020,2,3,546,0
2020,2,4,546,0
2020,2,5,546,0
2020,2,6,546,0
2020,2,7,546,0
2020,2,8,546,0
2020,2,9,546,0
2020,2,10,546,0
2020,2,11,546,0
2020,2,12,546,0
2020,2,13,546,0
2020,2,14,546,0
2020,2,15,546,0
2020,2,16,546,0
2020,2,17,546,0
2020,2,18,546,0
2020,2,19,546,0
2020,2,20,546,0
2020,2,21,546,0
2020,2,22,546,0
2020,2,23,546,0
2020,2,24,546,0
2020,2,25,546,0
2020,2,26,546,0
2020,2,27,546,0
2020,2,28,546,0
2020,2,29,546,0
2020,3,1,546,0
2020,3,2,546,0
2020,3,3,546,0
2020,3,4,546,0
2020,3,5,546,0
2020,3,6,546,0
2020,3,7,546,0
2020,3,8,546,0
2020,3,9,546,0
2020,3,10,546,0
2020,3,11,546,0
2020,3,12,546,0
2020,3,13,546,0
2020,3,14,546,0
2020,3,15,546,0
2020,3,16,546,0
2020,3,17,546,0
2020,3,18,546,0
2020,3,19,546,0
2020,3,20,546,0
2020,3,21,546,0
2020,3,22,546,0
2020,3,23,546,0
2020,3,24,546,0
2020,3,25,546,0
2020,3,26,546,0
2020,3,27,546,0
2020,3,28,546,0
2020,3,29,546,0
2020,3,30,546,0
2020,3,31,546,0
2020,4,1,546,0
2020,4,2,546,0
2020,4,3,546,0
2020,4,4,546,0
2020,4,5,546,0
2020,4,6,546,0
2020,4,7,546,0
2020,4,8,546,0
2020,4,9,546,0
2020,4,10,546,0
2020,4,11,546,0
2020,4,12,546,0
2020,4,13,546,0
2020,4,14,546,0
2020,4,15,546,0
2020,4,16,546,0
2020,4,17,546,0
2020,4,18,546,0
2020,4,19,546,0
2020,4,20,546,0
2020,4,21,546,0
2020,4,22,546,0
2020,4,23,546,0
2020,4,24,546,0
2020,4,25,546,0
2020,4,26,546,0
2020,4,27,546,0
2020,4,28,546,0
2020,4,29,546,0
2020,4,30,546,0
2020,5,1,546,0
2020,5,2,546,0
2020,5,3,546,0
2020,5,4,546,0
2020,5,5,546,0
2020,5,6,546,0
2020,5,7,546,0
2020,5,8,546,0
2020,5,9,546,0
2020,5,10,546,0
2020,5,11,546,0
2020,5,12,546,0
2020,5,13,546,0
2020,5,14,546,0
2020,5,15,546,0
2020,5,16,546,0
2020,5,17,546,0
2020,5,18,546,0
2020,5,19,546,0
2020,5,20,546,0
2020,5,21,546,0
2020,5,22,546,0
2020,5,23,546,0
2020,5,24,546,0
2020,5,25,546,0
2020,5,26,546,0
2020,5,27,546,0
2020,5,28,546,0
2020,5,29,546,0
2020,5,30,546,0
2020,5,31,546,0
2020,6,1,546,0
2020,6,2,546,0
2020,6,3,546,0
2020,6,4,546,0
2020,1,1,550,3018
2020,1,2,550,7105
2020,1,3,550,7773
2020,1,4,550,3960
2020,1,5,550,3944
2020,1,6,550,10409
2020,1,7,550,11358
2020,1,8,550,11847
2020,1,9,550,11702
2020,1,10,550,11216
2020,1,11,550,4622
2020,1,12,550,4367
2020,1,13,550,10869
2020,1,14,550,12076
2020,1,15,550,12807
2020,1,16,550,12429
2020,1,17,550,11347
2020,1,18,550,5124
2020,1,19,550,4547
2020,1,20,550,11967
2020,1,21,550,12666
2020,1,22,550,12724
2020,1,23,550,12717
2020,1,24,550,11720
2020,1,25,550,5601
2020,1,26,550,4460
2020,1,27,550,12090
2020,1,28,550,12432
2020,1,29,550,12275
2020,1,30,550,12532
2020,1,31,550,11495
2020,2,1,550,6040
2020,2,2,550,4601
2020,2,3,550,11797
2020,2,4,550,13152
2020,2,5,550,13282
2020,2,6,550,13134
2020,2,7,550,12247
2020,2,8,550,6539
2020,2,9,550,4284
2020,2,10,550,11659
2020,2,11,550,12209
2020,2,12,550,12545
2020,2,13,550,12831
2020,2,14,550,12256
2020,2,15,550,5345
2020,2,16,550,4479
2020,2,17,550,11422
2020,2,18,550,12127
2020,2,19,550,12204
2020,2,20,550,12355
2020,2,21,550,11570
2020,2,22,550,5430
2020,2,23,550,4373
2020,2,24,550,11581
2020,2,25,550,12675
2020,2,26,550,12881
2020,2,27,550,13111
2020,2,28,550,11822
2020,2,29,550,5520
2020,3,1,550,4785
2020,3,2,550,12291
2020,3,3,550,13535
2020,3,4,550,12671
2020,3,5,550,12627
2020,3,6,550,12137
2020,3,7,550,5518
2020,3,8,550,4702
2020,3,9,550,11620
2020,3,10,550,12143
2020,3,11,550,12259
2020,3,12,550,11354
2020,3,13,550,8456
2020,3,14,550,4003
2020,3,15,550,3457
2020,3,16,550,6034
2020,3,17,550,3637
2020,3,18,550,5894
2020,3,19,550,5748
2020,3,20,550,5681
2020,3,21,550,3387
2020,3,22,550,3681
2020,3,23,550,5136
2020,3,24,550,5503
2020,3,25,550,5084
2020,3,26,550,4963
2020,3,27,550,4938
2020,3,28,550,1934
2020,3,29,550,1496
2020,3,30,550,2761
2020,3,31,550,2684
2020,4,1,550,2789
2020,4,2,550,2695
2020,4,3,550,3137
2020,4,4,550,2262
2020,4,5,550,2139
2020,4,6,550,3047
2020,4,7,550,3361
2020,4,8,550,3164
2020,4,9,550,3143
2020,4,10,550,2846
2020,4,11,550,3122
2020,4,12,550,1433
2020,4,13,550,2106
2020,4,14,550,3197
2020,4,15,550,3367
2020,4,16,550,3342
2020,4,17,550,3365
2020,4,18,550,2457
2020,4,19,550,2700
2020,4,20,550,3173
2020,4,21,550,3523
2020,4,22,550,3247
2020,4,23,550,3630
2020,4,24,550,3696
2020,4,25,550,3192
2020,4,26,550,2422
2020,4,27,550,3360
2020,4,28,550,3663
2020,4,29,550,3018
2020,4,30,550,3217
2020,5,1,550,3669
2020,5,2,550,3473
2020,5,3,550,3737
2020,5,4,550,3745
2020,5,5,550,4058
2020,5,6,550,4603
2020,5,7,550,4117
2020,5,8,550,4908
2020,5,9,550,4905
2020,5,10,550,2516
2020,5,11,550,3829
2020,5,12,550,4003
2020,5,13,550,4424
2020,5,14,550,4840
2020,5,15,550,4669
2020,5,16,550,4568
2020,5,17,550,3884
2020,5,18,550,4114
2020,5,19,550,5213
2020,5,20,550,5838
2020,5,21,550,5152
2020,5,22,550,4811
2020,5,23,550,3540
2020,5,24,550,4789
2020,5,25,550,5356
2020,5,26,550,5433
2020,5,27,550,5851
2020,5,28,550,6237
2020,5,29,550,6622
2020,5,30,550,5459
2020,5,31,550,5361
2020,6,1,550,5488
2020,6,2,550,5961
2020,6,3,550,5110
2020,6,4,550,62
2020,1,1,551,0
2020,1,2,551,0
2020,1,3,551,0
2020,1,4,551,0
2020,1,5,551,0
2020,1,6,551,0
2020,1,7,551,0
2020,1,8,551,0
2020,1,9,551,0
2020,1,10,551,0
2020,1,11,551,0
2020,1,12,551,0
2020,1,13,551,0
2020,1,14,551,0
2020,1,15,551,0
2020,1,16,551,0
2020,1,17,551,0
2020,1,18,551,0
2020,1,19,551,4
2020,1,20,551,0
2020,1,21,551,0
2020,1,22,551,0
2020,1,23,551,0
2020,1,24,551,0
2020,1,25,551,0
2020,1,26,551,0
2020,1,27,551,0
2020,1,28,551,0
2020,1,29,551,0
2020,1,30,551,0
2020,1,31,551,0
2020,2,1,551,0
2020,2,2,551,0
2020,2,3,551,0
2020,2,4,551,0
2020,2,5,551,0
2020,2,6,551,0
2020,2,7,551,0
2020,2,8,551,0
2020,2,9,551,0
2020,2,10,551,0
2020,2,11,551,0
2020,2,12,551,0
2020,2,13,551,0
2020,2,14,551,0
2020,2,15,551,0
2020,2,16,551,0
2020,2,17,551,0
2020,2,18,551,0
2020,2,19,551,0
2020,2,20,551,0
2020,2,21,551,0
2020,2,22,551,0
2020,2,23,551,0
2020,2,24,551,0
2020,2,25,551,0
2020,2,26,551,0
2020,2,27,551,0
2020,2,28,551,0
2020,2,29,551,0
2020,3,1,551,0
2020,3,2,551,0
2020,3,3,551,0
2020,3,4,551,0
2020,3,5,551,0
2020,3,6,551,0
2020,3,7,551,0
2020,3,8,551,0
2020,3,9,551,0
2020,3,10,551,0
2020,3,11,551,0
2020,3,12,551,0
2020,3,13,551,0
2020,3,14,551,0
2020,3,15,551,0
2020,3,16,551,0
2020,3,17,551,0
2020,3,18,551,0
2020,3,19,551,0
2020,3,20,551,0
2020,3,21,551,0
2020,3,22,551,0
2020,3,23,551,0
2020,3,24,551,0
2020,3,25,551,0
2020,3,26,551,0
2020,3,27,551,0
2020,3,28,551,0
2020,3,29,551,0
2020,3,30,551,0
2020,3,31,551,0
2020,4,1,551,0
2020,4,2,551,4
2020,4,3,551,0
2020,4,4,551,0
2020,4,5,551,0
2020,4,6,551,0
2020,4,7,551,0
2020,4,8,551,0
2020,4,9,551,0
2020,4,10,551,0
2020,4,11,551,0
2020,4,12,551,0
2020,4,13,551,0
2020,4,14,551,0
2020,4,15,551,0
2020,4,16,551,0
2020,4,17,551,0
2020,4,18,551,0
2020,4,19,551,0
2020,4,20,551,0
2020,4,21,551,0
2020,4,22,551,0
2020,4,23,551,0
2020,4,24,551,0
2020,4,25,551,0
2020,4,26,551,0
2020,4,27,551,0
2020,4,28,551,0
2020,4,29,551,0
2020,4,30,551,0
2020,5,1,551,0
2020,5,2,551,0
2020,5,3,551,0
2020,5,4,551,0
2020,5,5,551,0
2020,5,6,551,0
2020,5,7,551,0
2020,5,8,551,0
2020,5,9,551,0
2020,5,10,551,0
2020,5,11,551,0
2020,5,12,551,0
2020,5,13,551,0
2020,5,14,551,0
2020,5,15,551,0
2020,5,16,551,0
2020,5,17,551,0
2020,5,18,551,0
2020,5,19,551,0
2020,5,20,551,0
2020,5,21,551,0
2020,5,22,551,0
2020,5,23,551,0
2020,5,24,551,0
2020,5,25,551,0
2020,5,26,551,0
2020,5,27,551,0
2020,5,28,551,0
2020,5,29,551,0
2020,5,30,551,0
2020,5,31,551,0
2020,6,1,551,0
2020,6,2,551,0
2020,6,3,551,0
2020,6,4,551,0
2020,1,1,552,8787
2020,1,2,552,10157
2020,1,3,552,12658
2020,1,4,552,12341
2020,1,5,552,11064
2020,1,6,552,10761
2020,1,7,552,12488
2020,1,8,552,13766
2020,1,9,552,13046
2020,1,10,552,12764
2020,1,11,552,10965
2020,1,12,552,10071
2020,1,13,552,10615
2020,1,14,552,10701
2020,1,15,552,13784
2020,1,16,552,11283
2020,1,17,552,13766
2020,1,18,552,13793
2020,1,19,552,11327
2020,1,20,552,11627
2020,1,21,552,11044
2020,1,22,552,12425
2020,1,23,552,13566
2020,1,24,552,13940
2020,1,25,552,13590
2020,1,26,552,11497
2020,1,27,552,13537
2020,1,28,552,13861
2020,1,29,552,13273
2020,1,30,552,13784
2020,1,31,552,12226
2020,2,1,552,13849
2020,2,2,552,10404
2020,2,3,552,13144
2020,2,4,552,13229
2020,2,5,552,13681
2020,2,6,552,13683
2020,2,7,552,13085
2020,2,8,552,12159
2020,2,9,552,9854
2020,2,10,552,11976
2020,2,11,552,10985
2020,2,12,552,13189
2020,2,13,552,13873
2020,2,14,552,13868
2020,2,15,552,11353
2020,2,16,552,10178
2020,2,17,552,13198
2020,2,18,552,11814
2020,2,19,552,11938
2020,2,20,552,12946
2020,2,21,552,13563
2020,2,22,552,10641
2020,2,23,552,11262
2020,2,24,552,13387
2020,2,25,552,12484
2020,2,26,552,13333
2020,2,27,552,14033
2020,2,28,552,13999
2020,2,29,552,12745
2020,3,1,552,11611
2020,3,2,552,12896
2020,3,3,552,13516
2020,3,4,552,15129
2020,3,5,552,14812
2020,3,6,552,14854
2020,3,7,552,13420
2020,3,8,552,11436
2020,3,9,552,12194
2020,3,10,552,12777
2020,3,11,552,12296
2020,3,12,552,13671
2020,3,13,552,13427
2020,3,14,552,11739
2020,3,15,552,10421
2020,3,16,552,11562
2020,3,17,552,8375
2020,3,18,552,10779
2020,3,19,552,11415
2020,3,20,552,11474
2020,3,21,552,11113
2020,3,22,552,9394
2020,3,23,552,10048
2020,3,24,552,10661
2020,3,25,552,9848
2020,3,26,552,10305
2020,3,27,552,11360
2020,3,28,552,7358
2020,3,29,552,4735
2020,3,30,552,7095
2020,3,31,552,7351
2020,4,1,552,7295
2020,4,2,552,8591
2020,4,3,552,8802
2020,4,4,552,7892
2020,4,5,552,5857
2020,4,6,552,7829
2020,4,7,552,8239
2020,4,8,552,8237
2020,4,9,552,9293
2020,4,10,552,8700
2020,4,11,552,8336
2020,4,12,552,5284
2020,4,13,552,6393
2020,4,14,552,8216
2020,4,15,552,7958
2020,4,16,552,8926
2020,4,17,552,9385
2020,4,18,552,7886
2020,4,19,552,6303
2020,4,20,552,7759
2020,4,21,552,8595
2020,4,22,552,8888
2020,4,23,552,9576
2020,4,24,552,10210
2020,4,25,552,8652
2020,4,26,552,6552
2020,4,27,552,8599
2020,4,28,552,8930
2020,4,29,552,8650
2020,4,30,552,9706
2020,5,1,552,9848
2020,5,2,552,8759
2020,5,3,552,7187
2020,5,4,552,7123
2020,5,5,552,9684
2020,5,6,552,10053
2020,5,7,552,10051
2020,5,8,552,10739
2020,5,9,552,9531
2020,5,10,552,7659
2020,5,11,552,9445
2020,5,12,552,9914
2020,5,13,552,9776
2020,5,14,552,10742
2020,5,15,552,11247
2020,5,16,552,10038
2020,5,17,552,8378
2020,5,18,552,10813
2020,5,19,552,11179
2020,5,20,552,11671
2020,5,21,552,11437
2020,5,22,552,12996
2020,5,23,552,11877
2020,5,24,552,9204
2020,5,25,552,11623
2020,5,26,552,11585
2020,5,27,552,11630
2020,5,28,552,12093
2020,5,29,552,12837
2020,5,30,552,11399
2020,5,31,552,9371
2020,6,1,552,9790
2020,6,2,552,11926
2020,6,3,552,11795
2020,6,4,552,154
2020,1,1,553,7523
2020,1,2,553,11561
2020,1,3,553,12418
2020,1,4,553,10527
2020,1,5,553,9087
2020,1,6,553,14077
2020,1,7,553,14395
2020,1,8,553,14863
2020,1,9,553,15123
2020,1,10,553,15504
2020,1,11,553,11793
2020,1,12,553,9621
2020,1,13,553,14349
2020,1,14,553,15138
2020,1,15,553,14962
2020,1,16,553,15813
2020,1,17,553,15762
2020,1,18,553,12064
2020,1,19,553,9723
2020,1,20,553,14891
2020,1,21,553,15058
2020,1,22,553,15277
2020,1,23,553,15451
2020,1,24,553,15747
2020,1,25,553,12380
2020,1,26,553,9795
2020,1,27,553,14704
2020,1,28,553,15099
2020,1,29,553,15360
2020,1,30,553,16054
2020,1,31,553,13803
2020,2,1,553,12110
2020,2,2,553,9857
2020,2,3,553,14616
2020,2,4,553,14806
2020,2,5,553,15330
2020,2,6,553,15926
2020,2,7,553,15985
2020,2,8,553,13006
2020,2,9,553,9126
2020,2,10,553,14581
2020,2,11,553,14958
2020,2,12,553,15548
2020,2,13,553,15958
2020,2,14,553,16253
2020,2,15,553,11557
2020,2,16,553,9428
2020,2,17,553,13891
